Freq.	V(n011)
1.33659551654643e+000	9.95860824803067e-001    -1.40448247022796e-002
1.33967668742593e+000	9.95843269590400e-001    -1.40719699941786e-002
1.34276496113786e+000	9.95825631241078e-001    -1.40991887845840e-002
1.34586035405594e+000	9.95807935988497e-001    -1.41264094816608e-002
1.34896288259164e+000	9.95790157314925e-001    -1.41537030881357e-002
1.35207256319427e+000	9.95772320390628e-001    -1.41809973704030e-002
1.35518941235103e+000	9.95754414389505e-001    -1.42083204443094e-002
1.35831344658715e+000	9.95736438806112e-001    -1.42356718096798e-002
1.36144468246594e+000	9.95718391561256e-001    -1.42630676533234e-002
1.36458313658892e+000	9.95700274500449e-001    -1.42904912481281e-002
1.36772882559584e+000	9.95682097998460e-001    -1.43179137570355e-002
1.37088176616484e+000	9.95663843301102e-001    -1.43453935983051e-002
1.37404197501251e+000	9.95645521979017e-001    -1.43728849766240e-002
1.37720946889394e+000	9.95627122954695e-001    -1.44004336302409e-002
1.38038426460288e+000	9.95608659022298e-001    -1.44279945691639e-002
1.38356637897177e+000	9.95590119911353e-001    -1.44555962830254e-002
1.38675582887188e+000	9.95571525528907e-001    -1.44831807477130e-002
1.38995263121334e+000	9.95552841192158e-001    -1.45108490790364e-002
1.39315680294529e+000	9.95534090375072e-001    -1.45385278300516e-002
1.39636836105593e+000	9.95515271742334e-001    -1.45662337394385e-002
1.39958732257261e+000	9.95496381327942e-001    -1.45939638906555e-002
1.40281370456195e+000	9.95477419015974e-001    -1.46217179997327e-002
1.40604752412990e+000	9.95458386642571e-001    -1.46494971297650e-002
1.40928879842186e+000	9.95439277781835e-001    -1.46773145005195e-002
1.41253754462274e+000	9.95420099028927e-001    -1.47051566066593e-002
1.41579377995707e+000	9.95400848346236e-001    -1.47330218026296e-002
1.41905752168908e+000	9.95381520831431e-001    -1.47609243789366e-002
1.42232878712281e+000	9.95362116720970e-001    -1.47888643125416e-002
1.42560759360218e+000	9.95342645976535e-001    -1.48168124411159e-002
1.42889395851109e+000	9.95323102865728e-001    -1.48447825418750e-002
1.43218789927353e+000	9.95303479196458e-001    -1.48728044744529e-002
1.43548943335364e+000	9.95283786615452e-001    -1.49008324214896e-002
1.43879857825583e+000	9.95264016926326e-001    -1.49288962210263e-002
1.44211535152486e+000	9.95244174472774e-001    -1.49569807884309e-002
1.44543977074592e+000	9.95224248991020e-001    -1.49851145963833e-002
1.44877185354475e+000	9.95204253278720e-001    -1.50132705257574e-002
1.45211161758773e+000	9.95184196413978e-001    -1.50414008805759e-002
1.45545908058195e+000	9.95164042690040e-001    -1.50696238634260e-002
1.45881426027534e+000	9.95143830807042e-001    -1.50978229326916e-002
1.46217717445671e+000	9.95123535726026e-001    -1.51260699792305e-002
1.46554784095590e+000	9.95103172117169e-001    -1.51543212413299e-002
1.46892627764385e+000	9.95082719758637e-001    -1.51826339987452e-002
1.47231250243271e+000	9.95062198280082e-001    -1.52109500740682e-002
1.47570653327588e+000	9.95041592730037e-001    -1.52393125422019e-002
1.47910838816819e+000	9.95020933200969e-001    -1.52676346873591e-002
1.48251808514594e+000	9.95000169910854e-001    -1.52960606539136e-002
1.48593564228699e+000	9.94979340153387e-001    -1.53244728238859e-002
1.48936107771090e+000	9.94958447451108e-001    -1.53528735732838e-002
1.49279440957898e+000	9.94937450555010e-001    -1.53813770729326e-002
1.49623565609442e+000	9.94916391947852e-001    -1.54098514707112e-002
1.49968483550236e+000	9.94895245495109e-001    -1.54383858509855e-002
1.50314196609001e+000	9.94874026366994e-001    -1.54669187242096e-002
1.50660706618673e+000	9.94852729209699e-001    -1.54954821565290e-002
1.51008015416413e+000	9.94831355787968e-001    -1.55240590415799e-002
1.51356124843619e+000	9.94809901352995e-001    -1.55526637332165e-002
1.51705036745932e+000	9.94788361538151e-001    -1.55813108556189e-002
1.52054752973248e+000	9.94766745970832e-001    -1.56099710425593e-002
1.52405275379728e+000	9.94745054561338e-001    -1.56386440005987e-002
1.52756605823806e+000	9.94723286052664e-001    -1.56673284679158e-002
1.53108746168202e+000	9.94701432565698e-001    -1.56960546343692e-002
1.53461698279928e+000	9.94679501775972e-001    -1.57247916637380e-002
1.53815464030302e+000	9.94657484192832e-001    -1.57535684595251e-002
1.54170045294954e+000	9.94635395069914e-001    -1.57823417533777e-002
1.54525443953840e+000	9.94613227071287e-001    -1.58111329889451e-002
1.54881661891247e+000	9.94590964240932e-001    -1.58399844242074e-002
1.55238700995807e+000	9.94568634420008e-001    -1.58688167338255e-002
1.55596563160506e+000	9.94546213913054e-001    -1.58976936018533e-002
1.55955250282694e+000	9.94523713346160e-001    -1.59265864221954e-002
1.56314764264094e+000	9.94501133859757e-001    -1.59554957844383e-002
1.56675107010813e+000	9.94478474974843e-001    -1.59844210503381e-002
1.57036280433354e+000	9.94455726789602e-001    -1.60133816456810e-002
1.57398286446620e+000	9.94432908640048e-001    -1.60423283281913e-002
1.57761126969933e+000	9.94409997011592e-001    -1.60713248287575e-002
1.58124803927037e+000	9.94386999205067e-001    -1.61003490857630e-002
1.58489319246110e+000	9.94363929046860e-001    -1.61293658247463e-002
1.58854674859776e+000	9.94340767286369e-001    -1.61584238640585e-002
1.59220872705115e+000	9.94317526575803e-001    -1.61874869328750e-002
1.59587914723672e+000	9.94294200163313e-001    -1.62165769774267e-002
1.59955802861465e+000	9.94270795876635e-001    -1.62456723448696e-002
1.60324539069002e+000	9.94247300659378e-001    -1.62747990788421e-002
1.60694125301286e+000	9.94223719474942e-001    -1.63039516803297e-002
1.61064563517825e+000	9.94200063878662e-001    -1.63330930538292e-002
1.61435855682647e+000	9.94176313803276e-001    -1.63622804943916e-002
1.61808003764305e+000	9.94152486959425e-001    -1.63914633814778e-002
1.62181009735891e+000	9.94128564232048e-001    -1.64206905383821e-002
1.62554875575047e+000	9.94104564576975e-001    -1.64499124475438e-002
1.62929603263970e+000	9.94080481190987e-001    -1.64791509474738e-002
1.63305194789432e+000	9.94056302690766e-001    -1.65084241297842e-002
1.63681652142779e+000	9.94032049565603e-001    -1.65376929963158e-002
1.64058977319952e+000	9.94007707346824e-001    -1.65669823714457e-002
1.64437172321491e+000	9.93983270581132e-001    -1.65963059137871e-002
1.64816239152549e+000	9.93958759681584e-001    -1.66256153104251e-002
1.65196179822900e+000	9.93934156108337e-001    -1.66549598489428e-002
1.65576996346951e+000	9.93909468162980e-001    -1.66843088906015e-002
1.65958690743754e+000	9.93884691179862e-001    -1.67136768066714e-002
1.66341265037015e+000	9.93859823998034e-001    -1.67430716402635e-002
1.66724721255104e+000	9.93834875803538e-001    -1.67724634871385e-002
1.67109061431069e+000	9.93809834823226e-001    -1.68018793525912e-002
1.67494287602642e+000	9.93784705752692e-001    -1.68313135857846e-002
1.67880401812254e+000	9.93759494008219e-001    -1.68607517562487e-002
1.68267406107045e+000	9.93734185710836e-001    -1.68902190313323e-002
1.68655302538872e+000	9.93708798469635e-001    -1.69196740573687e-002
1.69044093164324e+000	9.93683321405787e-001    -1.69491539356925e-002
1.69433780044731e+000	9.93657745915785e-001    -1.69786602484529e-002
1.69824365246172e+000	9.93632091481775e-001    -1.70081626529253e-002
1.70215850839493e+000	9.93606342096890e-001    -1.70376843723489e-002
1.70608238900310e+000	9.93580507335617e-001    -1.70672146502700e-002
1.71001531509027e+000	9.93554587046823e-001    -1.70967435848454e-002
1.71395730750840e+000	9.93528568541713e-001    -1.71263067182804e-002
1.71790838715757e+000	9.93502467192130e-001    -1.71558607242442e-002
1.72186857498599e+000	9.93476270709456e-001    -1.71854414759354e-002
1.72583789199018e+000	9.93449981384961e-001    -1.72150412281832e-002
1.72981635921508e+000	9.93423607849446e-001    -1.72446295408729e-002
1.73380399775412e+000	9.93397139830376e-001    -1.72742440776558e-002
1.73780082874935e+000	9.93370588385793e-001    -1.73038471008687e-002
1.74180687339159e+000	9.93343938719490e-001    -1.73334817091223e-002
1.74582215292048e+000	9.93317201098735e-001    -1.73631094132084e-002
1.74984668862464e+000	9.93290368766395e-001    -1.73927616590843e-002
1.75388050184174e+000	9.93263444001151e-001    -1.74224211498102e-002
1.75792361395867e+000	9.93236435741720e-001    -1.74520766337664e-002
1.76197604641161e+000	9.93209325254507e-001    -1.74817581204024e-002
1.76603782068614e+000	9.93182126715151e-001    -1.75114401538837e-002
1.77010895831740e+000	9.93154839282640e-001    -1.75411215637926e-002
1.77418948089014e+000	9.93127462916710e-001    -1.75708019465967e-002
1.77827941003890e+000	9.93099976822253e-001    -1.76005283663257e-002
1.78237876744807e+000	9.93072415641811e-001    -1.76302275962860e-002
1.78648757485203e+000	9.93044753550446e-001    -1.76599420847619e-002
1.79060585403527e+000	9.93016998782644e-001    -1.76896695105202e-002
1.79473362683250e+000	9.92989150002070e-001    -1.77193986698926e-002
1.79887091512876e+000	9.92961210518073e-001    -1.77491322410307e-002
1.80301774085955e+000	9.92933181543499e-001    -1.77788613456196e-002
1.80717412601090e+000	9.92905053160080e-001    -1.78086049865026e-002
1.81134009261958e+000	9.92876822837076e-001    -1.78383699354501e-002
1.81551566277311e+000	9.92848511218810e-001    -1.78681177646241e-002
1.81970085860996e+000	9.92820096381977e-001    -1.78978847944080e-002
1.82389570231961e+000	9.92791586553846e-001    -1.79276592445792e-002
1.82810021614272e+000	9.92762989207893e-001    -1.79574189338812e-002
1.83231442237119e+000	9.92734296863443e-001    -1.79871851699735e-002
1.83653834334832e+000	9.92705508254114e-001    -1.80169562713189e-002
1.84077200146893e+000	9.92676623370716e-001    -1.80467317730655e-002
1.84501541917945e+000	9.92647636309982e-001    -1.80765248745993e-002
1.84926861897805e+000	9.92618565921525e-001    -1.81062953817983e-002
1.85353162341479e+000	9.92589396283824e-001    -1.81360757455420e-002
1.85780445509167e+000	9.92560120669724e-001    -1.81658782615993e-002
1.86208713666284e+000	9.92530761322760e-001    -1.81956564510789e-002
1.86637969083464e+000	9.92501299309903e-001    -1.82254494767877e-002
1.87068214036577e+000	9.92471739700788e-001    -1.82552424024221e-002
1.87499450806739e+000	9.92442089210302e-001    -1.82850317036855e-002
1.87931681680324e+000	9.92412342829599e-001    -1.83148119526555e-002
1.88364908948977e+000	9.92382497998987e-001    -1.83445995553312e-002
1.88799134909627e+000	9.92352550023074e-001    -1.83743991553628e-002
1.89234361864495e+000	9.92322508712532e-001    -1.84041907473370e-002
1.89670592121112e+000	9.92292372369703e-001    -1.84339722244744e-002
1.90107827992327e+000	9.92262134566598e-001    -1.84637659136666e-002
1.90546071796322e+000	9.92231799198990e-001    -1.84935556844385e-002
1.90985325856621e+000	9.92201368844803e-001    -1.85233339012746e-002
1.91425592502106e+000	9.92170840480713e-001    -1.85531165279795e-002
1.91866874067026e+000	9.92140217185246e-001    -1.85828866484598e-002
1.92309172891013e+000	9.92109497216672e-001    -1.86126518108115e-002
1.92752491319091e+000	9.92078669912384e-001    -1.86424299625683e-002
1.93196831701690e+000	9.92047748985408e-001    -1.86721954364911e-002
1.93642196394658e+000	9.92016729273801e-001    -1.87019620488206e-002
1.94088587759275e+000	9.91985616126196e-001    -1.87317052776507e-002
1.94536008162263e+000	9.91954392101718e-001    -1.87614755102172e-002
1.94984459975802e+000	9.91923069451730e-001    -1.87912356260431e-002
1.95433945577537e+000	9.91891662884597e-001    -1.88209610046319e-002
1.95884467350596e+000	9.91860143396450e-001    -1.88507096399510e-002
1.96336027683602e+000	9.91828531898685e-001    -1.88804337639540e-002
1.96788628970682e+000	9.91796816676421e-001    -1.89101600341082e-002
1.97242273611482e+000	9.91765000781730e-001    -1.89398812809126e-002
1.97696964011183e+000	9.91733090805188e-001    -1.89695840998422e-002
1.98152702580507e+000	9.91701074960256e-001    -1.89992950945477e-002
1.98609491735734e+000	9.91668964265912e-001    -1.90289858003492e-002
1.99067333898716e+000	9.91636749587752e-001    -1.90586756530117e-002
1.99526231496885e+000	9.91604430951194e-001    -1.90883641232497e-002
1.99986186963271e+000	9.91572017237561e-001    -1.91180303129312e-002
2.00447202736513e+000	9.91539500050992e-001    -1.91476945620050e-002
2.00909281260870e+000	9.91506879448688e-001    -1.91773563282901e-002
2.01372424986236e+000	9.91474163933683e-001    -1.92069943076481e-002
2.01836636368153e+000	9.91441350926996e-001    -1.92366150706027e-002
2.02301917867824e+000	9.91408430701983e-001    -1.92662375243697e-002
2.02768271952125e+000	9.91375411212092e-001    -1.92958497292220e-002
2.03235701093619e+000	9.91342291896026e-001    -1.93254404176404e-002
2.03704207770569e+000	9.91309063239593e-001    -1.93550387005530e-002
2.04173794466950e+000	9.91275736133506e-001    -1.93846157833462e-002
2.04644463672464e+000	9.91242311886001e-001    -1.94141725724904e-002
2.05116217882553e+000	9.91208781589539e-001    -1.94437287646168e-002
2.05589059598411e+000	9.91175154984224e-001    -1.94732542271257e-002
2.06062991326997e+000	9.91141423276920e-001    -1.95027789728390e-002
2.06538015581050e+000	9.91107589928977e-001    -1.95322860377291e-002
2.07014134879101e+000	9.91073651498736e-001    -1.95617809314143e-002
2.07491351745488e+000	9.91039610890449e-001    -1.95912664791561e-002
2.07969668710366e+000	9.91005472050867e-001    -1.96207261836463e-002
2.08449088309726e+000	9.90971229163886e-001    -1.96501730785578e-002
2.08929613085401e+000	9.90936882303568e-001    -1.96796066239998e-002
2.09411245585086e+000	9.90902434329037e-001    -1.97090192537529e-002
2.09893988362349e+000	9.90867881420847e-001    -1.97384263944004e-002
2.10377843976644e+000	9.90833229540143e-001    -1.97678035724848e-002
2.10862814993326e+000	9.90798466818636e-001    -1.97971772989312e-002
2.11348903983661e+000	9.90763611395014e-001    -1.98265168797057e-002
2.11836113524847e+000	9.90728647689533e-001    -1.98558444127162e-002
2.12324446200018e+000	9.90693581090703e-001    -1.98851552614708e-002
2.12813904598268e+000	9.90658403986970e-001    -1.99144604177856e-002
2.13304491314654e+000	9.90623138604791e-001    -1.99437134007299e-002
2.13796208950220e+000	9.90587755732192e-001    -1.99729819875904e-002
2.14289060112002e+000	9.90552273531509e-001    -2.00022147686816e-002
2.14783047413050e+000	9.90516698215944e-001    -2.00314082566133e-002
2.15278173472434e+000	9.90481004039423e-001    -2.00606136261342e-002
2.15774440915263e+000	9.90445214965935e-001    -2.00897760992968e-002
2.16271852372698e+000	9.90409316537495e-001    -2.01189294194005e-002
2.16770410481966e+000	9.90373318592161e-001    -2.01480536927704e-002
2.17270117886371e+000	9.90337213157954e-001    -2.01771592006829e-002
2.17770977235312e+000	9.90301004814223e-001    -2.02062404798671e-002
2.18272991184296e+000	9.90264696145491e-001    -2.02352895287536e-002
2.18776162394952e+000	9.90228278706808e-001    -2.02643265851436e-002
2.19280493535041e+000	9.90191750985386e-001    -2.02933490216286e-002
2.19785987278479e+000	9.90155132959037e-001    -2.03223180749711e-002
2.20292646305342e+000	9.90118403274172e-001    -2.03512798345671e-002
2.20800473301886e+000	9.90081573553547e-001    -2.03802060776689e-002
2.21309470960560e+000	9.90044634317804e-001    -2.04091156416597e-002
2.21819641980018e+000	9.90007585667562e-001    -2.04380079563755e-002
2.22330989065136e+000	9.89970444819003e-001    -2.04668513498850e-002
2.22843514927026e+000	9.89933190955484e-001    -2.04956819431251e-002
2.23357222283049e+000	9.89895835333237e-001    -2.05244816071802e-002
2.23872113856830e+000	9.89858379827532e-001    -2.05532413249843e-002
2.24388192378273e+000	9.89820806099703e-001    -2.05820004944757e-002
2.24905460583574e+000	9.89783140412879e-001    -2.06107072062400e-002
2.25423921215239e+000	9.89745358548970e-001    -2.06394036903827e-002
2.25943577022094e+000	9.89707481754710e-001    -2.06680529549923e-002
2.26464430759302e+000	9.89669499270051e-001    -2.06966720931480e-002
2.26986485188378e+000	9.89631408887914e-001    -2.07252681953234e-002
2.27509743077203e+000	9.89593210014759e-001    -2.07538395666752e-002
2.28034207200038e+000	9.89554909670191e-001    -2.07823732954515e-002
2.28559880337539e+000	9.89516500957517e-001    -2.08108808584139e-002
2.29086765276773e+000	9.89477990162676e-001    -2.08393482677056e-002
2.29614864811232e+000	9.89439379461468e-001    -2.08677776582908e-002
2.30144181740847e+000	9.89400663909917e-001    -2.08961723244101e-002
2.30674718872003e+000	9.89361836544597e-001    -2.09245436834074e-002
2.31206479017555e+000	9.89322905303545e-001    -2.09528799232641e-002
2.31739464996844e+000	9.89283866198019e-001    -2.09811856416851e-002
2.32273679635706e+000	9.89244726766631e-001    -2.10094485516619e-002
2.32809125766496e+000	9.89205477476137e-001    -2.10376873764654e-002
2.33345806228096e+000	9.89166120508394e-001    -2.10658933430232e-002
2.33883723865931e+000	9.89126673013637e-001    -2.10940346807476e-002
2.34422881531988e+000	9.89087109294663e-001    -2.11221623381334e-002
2.34963282084826e+000	9.89047444921657e-001    -2.11502423536827e-002
2.35504928389597e+000	9.89007670712469e-001    -2.11782939008800e-002
2.36047823318053e+000	9.88967793469968e-001    -2.12063036909445e-002
2.36591969748571e+000	9.88927809623797e-001    -2.12342767656647e-002
2.37137370566161e+000	9.88887723418442e-001    -2.12622071582356e-002
2.37684028662483e+000	9.88847535034545e-001    -2.12900943244983e-002
2.38231946935864e+000	9.88807239968312e-001    -2.13179418593007e-002
2.38781128291313e+000	9.88766835981168e-001    -2.13457567451720e-002
2.39331575640534e+000	9.88726323641442e-001    -2.13735389536443e-002
2.39883291901944e+000	9.88685711584627e-001    -2.14012665270289e-002
2.40436280000689e+000	9.88644998588063e-001    -2.14289478885444e-002
2.40990542868655e+000	9.88604180425485e-001    -2.14565872166475e-002
2.41546083444489e+000	9.88563243601738e-001    -2.14842084153249e-002
2.42102904673613e+000	9.88522211877868e-001    -2.15117670665735e-002
2.42661009508237e+000	9.88481072680492e-001    -2.15392885417123e-002
2.43220400907377e+000	9.88439828948227e-001    -2.15667649595306e-002
2.43781081836870e+000	9.88398477878785e-001    -2.15942023934580e-002
2.44343055269392e+000	9.88357026037728e-001    -2.16215871813263e-002
2.44906324184470e+000	9.88315473966622e-001    -2.16489189905288e-002
2.45470891568498e+000	9.88273807753516e-001    -2.16762213543691e-002
2.46036760414758e+000	9.88232041801928e-001    -2.17034695550951e-002
2.46603933723429e+000	9.88190175661761e-001    -2.17306618289000e-002
2.47172414501608e+000	9.88148196193360e-001    -2.17578227749444e-002
2.47742205763324e+000	9.88106114331924e-001    -2.17849338320345e-002
2.48313310529552e+000	9.88063933488887e-001    -2.18119877661849e-002
2.48885731828234e+000	9.88021639173693e-001    -2.18390070207996e-002
2.49459472694290e+000	9.87979246063530e-001    -2.18659673555439e-002
2.50034536169638e+000	9.87936747474629e-001    -2.18928802388542e-002
2.50610925303206e+000	9.87894147928763e-001    -2.19197402579698e-002
2.51188643150953e+000	9.87851446586245e-001    -2.19465450317390e-002
2.51767692775880e+000	9.87808629712131e-001    -2.19733179836582e-002
2.52348077248052e+000	9.87765711451289e-001    -2.20000341445280e-002
2.52929799644609e+000	9.87722696627551e-001    -2.20266883982152e-002
2.53512863049786e+000	9.87679569892167e-001    -2.20533017636908e-002
2.54097270554925e+000	9.87636350190705e-001    -2.20798451452525e-002
2.54683025258499e+000	9.87593023503305e-001    -2.21063416161956e-002
2.55270130266119e+000	9.87549589746882e-001    -2.21327899468883e-002
2.55858588690559e+000	9.87506052803179e-001    -2.21591835342141e-002
2.56448403651766e+000	9.87462412639008e-001    -2.21855211475203e-002
2.57039578276881e+000	9.87418666747475e-001    -2.22118093618609e-002
