Freq.	V(n004)
1.63305194789432e+001	1.20513085174277e-002    5.59178211189858e-002
1.63681652142779e+001	1.20852900488450e-002    5.60476137887172e-002
1.64058977319952e+001	1.21194355934971e-002    5.61777110992721e-002
1.64437172321491e+001	1.21537459754109e-002    5.63081137818930e-002
1.64816239152549e+001	1.21882220230179e-002    5.64388225696123e-002
1.65196179822900e+001	1.22228645691940e-002    5.65698381972512e-002
1.65576996346951e+001	1.22576744513712e-002    5.67011614013960e-002
1.65958690743754e+001	1.22926525113858e-002    5.68327929204599e-002
1.66341265037015e+001	1.23277995957185e-002    5.69647334946157e-002
1.66724721255104e+001	1.23631165553266e-002    5.70969838658646e-002
1.67109061431069e+001	1.23986042458289e-002    5.72295447779868e-002
1.67494287602642e+001	1.24342635274253e-002    5.73624169765796e-002
1.67880401812254e+001	1.24700952650038e-002    5.74956012090372e-002
1.68267406107045e+001	1.25061003280992e-002    5.76290982245743e-002
1.68655302538872e+001	1.25422795909268e-002    5.77629087742285e-002
1.69044093164324e+001	1.25786339324728e-002    5.78970336108434e-002
1.69433780044731e+001	1.26151642364711e-002    5.80314734890895e-002
1.69824365246172e+001	1.26518713914532e-002    5.81662291654592e-002
1.70215850839493e+001	1.26887562907733e-002    5.83013013982700e-002
1.70608238900310e+001	1.27258198325869e-002    5.84366909476900e-002
1.71001531509027e+001	1.27630629199811e-002    5.85723985756996e-002
1.71395730750841e+001	1.28004864609626e-002    5.87084250461159e-002
1.71790838715757e+001	1.28380913684083e-002    5.88447711246183e-002
1.72186857498599e+001	1.28758785601821e-002    5.89814375787219e-002
1.72583789199018e+001	1.29138489591719e-002    5.91184251777815e-002
1.72981635921508e+001	1.29520034932989e-002    5.92557346929989e-002
1.73380399775412e+001	1.29903430954784e-002    5.93933668974512e-002
1.73780082874935e+001	1.30288687037639e-002    5.95313225660552e-002
1.74180687339159e+001	1.30675812613074e-002    5.96696024755929e-002
1.74582215292048e+001	1.31064817164215e-002    5.98082074047070e-002
1.74984668862464e+001	1.31455710225812e-002    5.99471381339110e-002
1.75388050184174e+001	1.31848501385027e-002    6.00863954455770e-002
1.75792361395867e+001	1.32243200281386e-002    6.02259801239520e-002
1.76197604641161e+001	1.32639816606720e-002    6.03658929551745e-002
1.76603782068614e+001	1.33038360106457e-002    6.05061347272395e-002
1.77010895831740e+001	1.33438840578998e-002    6.06467062300406e-002
1.77418948089014e+001	1.33841267877007e-002    6.07876082553336e-002
1.77827941003890e+001	1.34245651906786e-002    6.09288415967778e-002
1.78237876744807e+001	1.34652002629316e-002    6.10704070499087e-002
1.78648757485203e+001	1.35060330059887e-002    6.12123054121695e-002
1.79060585403527e+001	1.35470644268901e-002    6.13545374828966e-002
1.79473362683250e+001	1.35882955382854e-002    6.14971040632969e-002
1.79887091512877e+001	1.36297273582758e-002    6.16400059565225e-002
1.80301774085955e+001	1.36713609107276e-002    6.17832439675696e-002
1.80717412601090e+001	1.37131972249674e-002    6.19268189034071e-002
1.81134009261958e+001	1.37552373361314e-002    6.20707315728622e-002
1.81551566277311e+001	1.37974822850070e-002    6.22149827866951e-002
1.81970085860996e+001	1.38399331181937e-002    6.23595733575552e-002
1.82389570231961e+001	1.38825908879696e-002    6.25045041000446e-002
1.82810021614272e+001	1.39254566524877e-002    6.26497758306630e-002
1.83231442237119e+001	1.39685314758085e-002    6.27953893678092e-002
1.83653834334832e+001	1.40118164277491e-002    6.29413455318564e-002
1.84077200146893e+001	1.40553125841931e-002    6.30876451450474e-002
1.84501541917945e+001	1.40990210268903e-002    6.32342890315925e-002
1.84926861897805e+001	1.41429428436525e-002    6.33812780176048e-002
1.85353162341479e+001	1.41870791282653e-002    6.35286129311550e-002
1.85780445509167e+001	1.42314309806440e-002    6.36762946022261e-002
1.86208713666284e+001	1.42759995067965e-002    6.38243238627449e-002
1.86637969083464e+001	1.43207858188837e-002    6.39727015465760e-002
1.87068214036578e+001	1.43657910352439e-002    6.41214284895277e-002
1.87499450806739e+001	1.44110162804358e-002    6.42705055293535e-002
1.87931681680324e+001	1.44564626853353e-002    6.44199335057311e-002
1.88364908948977e+001	1.45021313870728e-002    6.45697132603055e-002
1.88799134909627e+001	1.45480235291281e-002    6.47198456366649e-002
1.89234361864495e+001	1.45941402613948e-002    6.48703314803382e-002
1.89670592121112e+001	1.46404827401425e-002    6.50211716388242e-002
1.90107827992327e+001	1.46870521281686e-002    6.51723669615488e-002
1.90546071796322e+001	1.47338495947277e-002    6.53239182999138e-002
1.90985325856621e+001	1.47808763156102e-002    6.54758265072787e-002
1.91425592502106e+001	1.48281334732712e-002    6.56280924389329e-002
1.91866874067026e+001	1.48756222566844e-002    6.57807169521663e-002
1.92309172891013e+001	1.49233438615512e-002    6.59337009062086e-002
1.92752491319091e+001	1.49712994903572e-002    6.60870451622237e-002
1.93196831701690e+001	1.50194903521427e-002    6.62407505834156e-002
1.93642196394658e+001	1.50679176629715e-002    6.63948180348658e-002
1.94088587759275e+001	1.51165826456205e-002    6.65492483836731e-002
1.94536008162263e+001	1.51654865297815e-002    6.67040424988883e-002
1.94984459975802e+001	1.52146305520076e-002    6.68592012515561e-002
1.95433945577537e+001	1.52640159559562e-002    6.70147255146408e-002
1.95884467350596e+001	1.53136439921763e-002    6.71706161631233e-002
1.96336027683602e+001	1.53635159183615e-002    6.73268740739223e-002
1.96788628970682e+001	1.54136329992311e-002    6.74835001259599e-002
1.97242273611483e+001	1.54639965066896e-002    6.76404952001148e-002
1.97696964011183e+001	1.55146077198970e-002    6.77978601792186e-002
1.98152702580507e+001	1.55654679251288e-002    6.79555959481238e-002
1.98609491735734e+001	1.56165784160603e-002    6.81137033936122e-002
1.99067333898716e+001	1.56679404936110e-002    6.82721834044767e-002
1.99526231496885e+001	1.57195554661732e-002    6.84310368714500e-002
1.99986186963271e+001	1.57714246494542e-002    6.85902646872817e-002
2.00447202736513e+001	1.58235493667271e-002    6.87498677466643e-002
2.00909281260870e+001	1.58759309487483e-002    6.89098469462800e-002
2.01372424986236e+001	1.59285707338566e-002    6.90702031847824e-002
2.01836636368153e+001	1.59814700680072e-002    6.92309373628042e-002
2.02301917867824e+001	1.60346303047828e-002    6.93920503829663e-002
2.02768271952125e+001	1.60880528055547e-002    6.95535431498417e-002
2.03235701093619e+001	1.61417389393986e-002    6.97154165700008e-002
2.03704207770569e+001	1.61956900832641e-002    6.98776715519665e-002
2.04173794466950e+001	1.62499076218838e-002    7.00403090062715e-002
2.04644463672464e+001	1.63043929479807e-002    7.02033298453934e-002
2.05116217882553e+001	1.63591474622063e-002    7.03667349837982e-002
2.05589059598411e+001	1.64141725732538e-002    7.05305253379185e-002
2.06062991326997e+001	1.64694696979116e-002    7.06947018261474e-002
2.06538015581050e+001	1.65250402610123e-002    7.08592653688827e-002
2.07014134879101e+001	1.65808856956146e-002    7.10242168884737e-002
2.07491351745488e+001	1.66370074430485e-002    7.11895573092206e-002
2.07969668710366e+001	1.66934069527851e-002    7.13552875574474e-002
2.08449088309726e+001	1.67500856828183e-002    7.15214085613738e-002
2.08929613085401e+001	1.68070450993662e-002    7.16879212512491e-002
2.09411245585086e+001	1.68642866772235e-002    7.18548265592339e-002
2.09893988362349e+001	1.69218118995632e-002    7.20221254195003e-002
2.10377843976644e+001	1.69796222582415e-002    7.21898187681315e-002
2.10862814993326e+001	1.70377192535867e-002    7.23579075432215e-002
2.11348903983661e+001	1.70961043947080e-002    7.25263926847791e-002
2.11836113524847e+001	1.71547791993537e-002    7.26952751347995e-002
2.12324446200019e+001	1.72137451941206e-002    7.28645558372037e-002
2.12813904598268e+001	1.72730039143943e-002    7.30342357378854e-002
2.13304491314654e+001	1.73325569044872e-002    7.32043157846698e-002
2.13796208950220e+001	1.73924057175892e-002    7.33747969273593e-002
2.14289060112002e+001	1.74525519160315e-002    7.35456801176506e-002
2.14783047413050e+001	1.75129970711125e-002    7.37169663092187e-002
2.15278173472434e+001	1.75737427633023e-002    7.38886564576605e-002
2.15774440915263e+001	1.76347905822745e-002    7.40607515205027e-002
2.16271852372698e+001	1.76961421268958e-002    7.42332524572257e-002
2.16770410481966e+001	1.77577990053710e-002    7.44061602292279e-002
2.17270117886371e+001	1.78197628353251e-002    7.45794757998111e-002
2.17770977235312e+001	1.78820352437871e-002    7.47532001342132e-002
2.18272991184297e+001	1.79446178671794e-002    7.49273341996303e-002
2.18776162394952e+001	1.80075123517009e-002    7.51018789650817e-002
2.19280493535041e+001	1.80707203529810e-002    7.52768354015766e-002
2.19785987278479e+001	1.81342435364730e-002    7.54522044819716e-002
2.20292646305342e+001	1.81980835772101e-002    7.56279871810949e-002
2.20800473301886e+001	1.82622421602333e-002    7.58041844755920e-002
2.21309470960560e+001	1.83267209803356e-002    7.59807973440516e-002
2.21819641980018e+001	1.83915217423263e-002    7.61578267669207e-002
2.22330989065137e+001	1.84566461609626e-002    7.63352737265552e-002
2.22843514927027e+001	1.85220959611309e-002    7.65131392071658e-002
2.23357222283049e+001	1.85878728778531e-002    7.66914241948396e-002
2.23872113856830e+001	1.86539786563004e-002    7.68701296775545e-002
2.24388192378273e+001	1.87204150520638e-002    7.70492566450933e-002
2.24905460583574e+001	1.87871838309692e-002    7.72288060891400e-002
2.25423921215239e+001	1.88542867692941e-002    7.74087790032130e-002
2.25943577022094e+001	1.89217256537959e-002    7.75891763826769e-002
2.26464430759302e+001	1.89895022817926e-002    7.77699992247321e-002
2.26986485188378e+001	1.90576184612440e-002    7.79512485284021e-002
2.27509743077203e+001	1.91260760108666e-002    7.81329252945112e-002
2.28034207200038e+001	1.91948767599786e-002    7.83150305257682e-002
2.28559880337539e+001	1.92640225489599e-002    7.84975652266020e-002
2.29086765276773e+001	1.93335152289161e-002    7.86805304033227e-002
2.29614864811232e+001	1.94033566620723e-002    7.88639270639781e-002
2.30144181740847e+001	1.94735487216890e-002    7.90477562184191e-002
2.30674718872003e+001	1.95440932921310e-002    7.92320188782834e-002
2.31206479017555e+001	1.96149922689673e-002    7.94167160569869e-002
2.31739464996844e+001	1.96862475591522e-002    7.96018487696649e-002
2.32273679635707e+001	1.97578610809183e-002    7.97874180332452e-002
2.32809125766497e+001	1.98298347639910e-002    7.99734248663764e-002
2.33345806228096e+001	1.99021705495245e-002    8.01598702894812e-002
2.33883723865931e+001	1.99748703904304e-002    8.03467553246426e-002
2.34422881531988e+001	2.00479362511135e-002    8.05340809957350e-002
2.34963282084826e+001	2.01213701079146e-002    8.07218483282662e-002
2.35504928389597e+001	2.01951739488893e-002    8.09100583494900e-002
2.36047823318053e+001	2.02693497740530e-002    8.10987120883277e-002
2.36591969748571e+001	2.03438995954056e-002    8.12878105753841e-002
2.37137370566161e+001	2.04188254370431e-002    8.14773548429202e-002
2.37684028662483e+001	2.04941293352275e-002    8.16673459248487e-002
2.38231946935865e+001	2.05698133384130e-002    8.18577848567510e-002
2.38781128291313e+001	2.06458795074466e-002    8.20486726758064e-002
2.39331575640534e+001	2.07223299155763e-002    8.22400104208238e-002
2.39883291901945e+001	2.07991666485628e-002    8.24317991322085e-002
2.40436280000689e+001	2.08763918046647e-002    8.26240398520002e-002
2.40990542868655e+001	2.09540074948879e-002    8.28167336237862e-002
2.41546083444489e+001	2.10320158430147e-002    8.30098814927138e-002
2.42102904673613e+001	2.11104189855869e-002    8.32034845055245e-002
2.42661009508237e+001	2.11892190721133e-002    8.33975437104847e-002
2.43220400907377e+001	2.12684182651683e-002    8.35920601573710e-002
2.43781081836871e+001	2.13480187403529e-002    8.37870348975120e-002
2.44343055269393e+001	2.14280226865742e-002    8.39824689836895e-002
2.44906324184470e+001	2.15084323059619e-002    8.41783634702004e-002
2.45470891568498e+001	2.15892498140134e-002    8.43747194128196e-002
2.46036760414758e+001	2.16704774397157e-002    8.45715378687709e-002
2.46603933723429e+001	2.17521174256919e-002    8.47688198966865e-002
2.47172414501608e+001	2.18341720281194e-002    8.49665665566713e-002
2.47742205763324e+001	2.19166435169674e-002    8.51647789102199e-002
2.48313310529552e+001	2.19995341761009e-002    8.53634580201987e-002
2.48885731828234e+001	2.20828463033364e-002    8.55626049508446e-002
2.49459472694291e+001	2.21665822105001e-002    8.57622207677674e-002
2.50034536169638e+001	2.22507442234604e-002    8.59623065379591e-002
2.50610925303206e+001	2.23353346825819e-002    8.61628633296151e-002
2.51188643150953e+001	2.24203559422496e-002    8.63638922123786e-002
2.51767692775881e+001	2.25058103716026e-002    8.65653942570305e-002
2.52348077248053e+001	2.25917003540808e-002    8.67673705357223e-002
2.52929799644609e+001	2.26780282878606e-002    8.69698221218088e-002
2.53512863049786e+001	2.27647965858906e-002    8.71727500898530e-002
2.54097270554925e+001	2.28520076758829e-002    8.73761555156569e-002
2.54683025258499e+001	2.29396640005411e-002    8.75800394761891e-002
2.55270130266120e+001	2.30277680176924e-002    8.77844030495451e-002
2.55858588690559e+001	2.31163222001374e-002    8.79892473150437e-002
2.56448403651767e+001	2.32053290362130e-002    8.81945733529990e-002
2.57039578276881e+001	2.32947910293568e-002    8.84003822449429e-002
2.57632115700252e+001	2.33847106986714e-002    8.86066750733942e-002
2.58226019063454e+001	2.34750905787037e-002    8.88134529219860e-002
2.58821291515304e+001	2.35659332198466e-002    8.90207168753101e-002
2.59417936211876e+001	2.36572411882347e-002    8.92284680189836e-002
2.60015956316522e+001	2.37490170658401e-002    8.94367074396434e-002
2.60615354999884e+001	2.38412634508722e-002    8.96454362247770e-002
2.61216135439915e+001	2.39339829574867e-002    8.98546554628877e-002
2.61818300821893e+001	2.40271782161206e-002    9.00643662433696e-002
2.62421854338439e+001	2.41208518736807e-002    9.02745696564408e-002
2.63026799189533e+001	2.42150065935422e-002    9.04852667931729e-002
2.63633138582533e+001	2.43096450556443e-002    9.06964587454739e-002
2.64240875732189e+001	2.44047699566819e-002    9.09081466060239e-002
